AB,Defect,Type,Plot,Label,gap,VBM,Toten_pure,Toten_p2,Toten_p1,Toten_neut,Toten_m1,Toten_m2,Corr_p2,Corr_p1,Corr_neut,Corr_m1,Corr_m2,mu_Cd_rich,mu_Te_rich
CdTe,As_Te+As_i,Extrinsic,Y,As$_{Te}$+As$_{i}$,0.64,2.14,-592.22,-601.49,-598.83,-596.26,-593.49,-590.67,0.29,0.07,0.00,0.06,0.23,6.16,6.75
CdTe,As_Te+Cl_Te,Extrinsic,Y,As$_{Te}$+Cl$_{Te}$,0.64,2.14,-592.22,-596.15,-594.04,-591.89,-589.22,-586.49,0.19,0.04,0.00,0.12,0.30,0.25,1.32
CdTe,As_Te+Cl_i,Extrinsic,Y,As$_{Te}$+Cl$_{i}$,0.64,2.14,-592.22,-599.54,-597.39,-595.20,-591.61,-589.28,0.25,0.01,0.00,0.09,0.28,4.55,4.84
CdTe,As_Te+O_Te,Extrinsic,Y,As$_{Te}$+O$_{Te}$,0.64,2.14,-592.22,-598.50,-596.42,-594.31,-592.17,-589.61,0.24,0.02,0.00,0.11,0.28,3.92,4.87
CdTe,As_Te+O_i,Extrinsic,Y,As$_{Te}$+O$_{i}$,0.64,2.14,-592.22,-603.12,-600.97,-598.70,-596.12,-593.39,0.14,0.01,0.00,0.12,0.36,8.22,8.40
CdTe,As_i+As_i,Extrinsic,Y,As$_{i}$+As$_{i}$,0.64,2.14,-592.22,-605.09,-602.22,-599.63,-596.68,-593.83,0.43,0.12,0.00,0.00,0.23,10.46,10.28
CdTe,As_i+Te_i,Extrinsic,Y,As$_{i}$+Te$_{i}$,0.64,2.14,-592.22,-603.18,-600.94,-598.10,-595.22,-591.74,0.35,0.13,0.00,0.01,0.20,9.53,8.67
CdTe,Bi_Te+Bi_i,Extrinsic,Y,Bi$_{Te}$+Bi$_{i}$,0.64,2.14,-592.22,-599.95,-597.16,-594.31,-591.11,-588.11,0.39,0.10,0.00,0.10,0.28,4.33,6.14
CdTe,Bi_Te+Cl_Te,Extrinsic,Y,Bi$_{Te}$+Cl$_{Te}$,0.64,2.14,-592.22,-594.88,-592.70,-590.45,-587.74,-584.98,0.35,0.06,0.00,0.07,0.28,-0.67,1.01
CdTe,Bi_Te+Cl_i,Extrinsic,Y,Bi$_{Te}$+Cl$_{i}$,0.64,2.14,-592.22,-598.97,-596.38,-594.06,-591.27,-587.78,0.29,0.05,0.00,0.07,0.28,3.63,4.54
CdTe,Bi_Te+O_Te,Extrinsic,Y,Bi$_{Te}$+O$_{Te}$,0.64,2.14,-592.22,-597.49,-595.33,-593.14,-590.81,-588.22,0.24,0.04,0.00,0.10,0.29,3.01,4.57
CdTe,Bi_Te+O_i,Extrinsic,Y,Bi$_{Te}$+O$_{i}$,0.64,2.14,-592.22,-602.41,-600.14,-597.33,-594.57,-591.58,0.19,0.05,0.00,0.12,0.36,7.31,8.09
CdTe,Bi_i+Bi_i,Extrinsic,Y,Bi$_{i}$+Bi$_{i}$,0.64,2.14,-592.22,-603.48,-600.64,-597.73,-594.75,-591.56,0.54,0.15,0.00,0.11,0.25,8.63,9.67
CdTe,Bi_i+Te_i,Extrinsic,Y,Bi$_{i}$+Te$_{i}$,0.64,2.14,-592.22,-602.32,-600.03,-597.16,-594.25,-590.41,0.51,0.14,0.00,0.02,0.16,8.61,8.36
CdTe,N_Te+Cl_Te,Extrinsic,Y,N$_{Te}$+Cl$_{Te}$,0.64,2.14,-592.22,-597.99,-595.90,-593.79,-591.17,-588.50,0.35,0.03,0.00,0.13,0.34,3.56,4.71
CdTe,N_Te+Cl_i,Extrinsic,Y,N$_{Te}$+Cl$_{i}$,0.64,2.14,-592.22,-600.76,-598.60,-596.73,-593.61,-591.21,0.39,-0.01,0.00,0.10,0.30,7.86,8.24
CdTe,N_Te+N_i,Extrinsic,Y,N$_{Te}$+N$_{i}$,0.64,2.14,-592.22,-608.99,-606.27,-603.50,-600.14,-596.69,0.33,0.04,0.00,0.10,0.26,12.78,13.55
CdTe,N_Te+O_Te,Extrinsic,Y,N$_{Te}$+O$_{Te}$,0.64,2.14,-592.22,-600.18,-598.13,-595.92,-593.81,-591.31,0.39,0.01,0.00,0.12,0.31,7.23,8.27
CdTe,N_Te+O_i,Extrinsic,Y,N$_{Te}$+O$_{i}$,0.64,2.14,-592.22,-605.10,-602.95,-600.41,-597.70,-594.94,0.33,-0.01,0.00,0.12,0.36,11.53,11.80
CdTe,N_i+N_i,Extrinsic,Y,N$_{i}$+N$_{i}$,0.64,2.14,-592.22,-611.54,-609.34,-607.03,-604.26,-601.44,0.33,0.10,0.00,0.06,0.26,17.08,17.08
CdTe,N_i+Te_i,Extrinsic,Y,N$_{i}$+Te$_{i}$,0.64,2.14,-592.22,-605.39,-602.96,-600.14,-597.26,-594.25,0.40,0.12,0.00,0.04,0.21,12.84,12.07
CdTe,P_Te+Cl_Te,Extrinsic,Y,P$_{Te}$+Cl$_{Te}$,0.64,2.14,-592.22,-596.78,-594.67,-592.52,-589.84,-587.11,0.19,0.04,0.00,0.11,0.32,0.96,1.94
CdTe,P_Te+Cl_i,Extrinsic,Y,P$_{Te}$+Cl$_{i}$,0.64,2.14,-592.22,-600.15,-597.99,-595.80,-592.03,-589.89,0.24,0.01,0.00,0.09,0.28,5.26,5.46
CdTe,P_Te+O_Te,Extrinsic,Y,P$_{Te}$+O$_{Te}$,0.64,2.14,-592.22,-599.06,-596.89,-594.88,-592.75,-590.18,0.19,0.02,0.00,0.11,0.29,4.63,5.49
CdTe,P_Te+O_i,Extrinsic,Y,P$_{Te}$+O$_{i}$,0.64,2.14,-592.22,-604.31,-602.15,-599.90,-597.41,-594.67,0.14,0.01,0.00,0.12,0.32,8.93,9.02
CdTe,P_Te+P_i,Extrinsic,Y,P$_{Te}$+P$_{i}$,0.64,2.14,-592.22,-602.23,-599.98,-597.49,-594.72,-591.90,0.25,0.07,0.00,0.09,0.26,7.58,7.99
CdTe,P_i+P_i,Extrinsic,Y,P$_{i}$+P$_{i}$,0.64,2.14,-592.22,-606.09,-603.52,-600.84,-598.05,Not converged,0.37,0.12,0.00,0.06,0.22,11.88,11.52
CdTe,P_i+Te_i,Extrinsic,Y,P$_{i}$+Te$_{i}$,0.64,2.14,-592.22,-603.62,-601.37,-598.54,-595.65,-592.26,0.42,0.13,0.00,0.04,0.20,10.24,9.29
CdTe,Sb_Te+Cl_Te,Extrinsic,Y,Sb$_{Te}$+Cl$_{Te}$,0.64,2.14,-592.22,-595.46,-593.31,-591.11,-588.40,-585.64,0.19,0.06,0.00,0.10,0.25,-0.40,1.04
CdTe,Sb_Te+Cl_i,Extrinsic,Y,Sb$_{Te}$+Cl$_{i}$,0.64,2.14,-592.22,-598.97,-596.77,-594.53,-591.00,-588.43,0.20,0.04,0.00,0.09,0.22,3.90,4.57
CdTe,Sb_Te+O_Te,Extrinsic,Y,Sb$_{Te}$+O$_{Te}$,0.64,2.14,-592.22,-597.95,-595.83,-593.67,-591.44,-588.84,0.20,0.03,0.00,0.10,0.28,3.27,4.60
CdTe,Sb_Te+O_i,Extrinsic,Y,Sb$_{Te}$+O$_{i}$,0.64,2.14,-592.22,-602.95,-600.74,-597.97,-595.24,-592.48,0.19,0.04,0.00,0.11,0.36,7.57,8.12
CdTe,Sb_Te+Sb_i,Extrinsic,Y,Sb$_{Te}$+Sb$_{i}$,0.64,2.14,-592.22,-600.44,-597.64,-594.67,-591.82,-588.89,0.37,0.09,0.00,0.04,0.16,4.86,6.21
CdTe,Sb_i+Sb_i,Extrinsic,Y,Sb$_{i}$+Sb$_{i}$,0.64,2.14,-592.22,-603.87,-600.65,-598.09,-595.24,-592.20,0.33,0.15,0.00,-0.02,0.16,9.16,9.73
CdTe,As_Te,Extrinsic,Y,As$_{Te}$,0.64,2.14,-592.22,-596.69,-594.56,-592.40,-590.21,-587.49,0.14,0.01,0.00,0.12,0.25,0.93,1.61
CdTe,As_i_Td_Cd2.81,Extrinsic,Y,"As$_{i,Td_Cd2.81}$",0.64,2.14,-592.22,-599.98,-597.16,-595.03,-592.26,-588.31,0.43,0.12,0.00,0.00,0.23,5.23,5.14
CdTe,Bi_Te,Extrinsic,Y,Bi$_{Te}$,0.64,2.14,-592.22,-595.52,-593.31,-591.06,-588.73,-585.98,0.23,0.05,0.00,0.04,0.19,0.02,1.31
CdTe,Bi_i_Td_Cd2.81,Extrinsic,Y,"Bi$_{i,Td_Cd2.81}$",0.64,2.14,-592.22,-599.52,-596.68,-593.86,-591.12,-587.17,0.54,0.15,0.00,0.07,0.22,4.32,4.84
CdTe,Cd_Te,Native,Y,Cd$_{Te}$,0.64,2.14,-592.22,-592.81,-590.06,-587.25,-584.20,-581.10,0.33,0.10,0.00,0.04,0.18,-3.11,-1.56
CdTe,Cd_i,Native,Y,"Cd$_{i,C3v}$",0.64,2.14,-592.22,-597.93,-595.19,-592.40,-589.20,-585.96,0.41,0.14,0.00,0.05,0.19,1.19,1.96
CdTe,Cl_Te,Extrinsic,Y,Cl$_{Te}$,0.64,2.14,-592.22,-595.91,-593.75,-591.06,-588.31,-584.60,0.33,0.07,0.00,-0.02,0.16,-0.68,-0.30
CdTe,N_Te,Extrinsic,Y,N$_{Te}$,0.64,2.14,-592.22,-598.40,-596.30,-594.19,-592.04,-589.39,0.19,-0.01,0.00,0.13,0.25,4.24,5.01
CdTe,N_i,Extrinsic,Y,"N$_{i,Td_Te2.81}$",0.64,2.14,-592.22,-601.52,-598.05,-595.84,-593.09,-590.29,0.33,0.10,0.00,0.06,0.26,8.54,8.54
CdTe,O_Te,Extrinsic,Y,O$_{Te}$,0.64,2.14,-592.22,-598.42,-596.31,-594.18,-591.60,-588.97,0.24,0.02,0.00,0.10,0.30,2.99,3.26
CdTe,P_Te,Extrinsic,Y,P$_{Te}$,0.64,2.14,-592.22,-597.29,-595.16,-593.01,-590.83,-588.11,0.14,0.01,0.00,0.11,0.31,1.64,2.23
CdTe,P_i,Extrinsic,Y,"P$_{i,Td_Cd2.81}$",0.64,2.14,-592.22,-600.16,-598.19,-595.40,-592.85,-588.65,0.37,0.12,0.00,0.06,0.23,5.94,5.76
CdTe,Sb_Te,Extrinsic,Y,Sb$_{Te}$,0.64,2.14,-592.22,-596.06,-593.88,-591.67,-589.40,-586.66,0.20,0.04,0.00,0.10,0.26,0.28,1.34
CdTe,Sb_i,Extrinsic,Y,"Sb$_{i,Td_Cd2.81}$",0.64,2.14,-592.22,-599.53,-596.69,-594.12,-591.44,-587.46,0.53,0.15,0.00,-0.02,0.16,4.58,4.87
CdTe,V_Cd,Native,Y,V$_{Cd}$,0.64,2.14,-592.22,-592.98,-590.85,-588.70,-586.52,-584.30,0.19,-0.01,0.00,0.14,0.42,-1.19,-1.96
CdTe,V_Te,Native,Y,V$_{Te}$,0.64,2.14,-592.22,-591.87,-589.18,-586.43,-583.34,-580.51,0.30,0.09,0.00,0.10,0.25,-4.30,-3.53
CdSe0.06Te0.94,As_Se,Extrinsic,Y,As$_{Se}$,0.60,2.09,-595.91,-599.67,-597.56,-595.46,-593.24,-590.62,0.29,0.07,0.00,0.06,0.23,,1.00
CdSe0.06Te0.94,As_Te,Extrinsic,Y,As$_{Te}$,0.60,2.09,-595.91,-600.24,-598.16,-596.07,-593.90,-591.26,0.19,0.04,0.00,0.12,0.31,,1.63
CdSe0.06Te0.94,As_Te+As_i,Extrinsic,Y,As$_{Te}$+As$_{i}$,0.60,2.09,-595.91,-605.10,-602.46,-599.89,-597.21,-594.48,0.25,0.01,0.00,0.09,0.29,,6.79
CdSe0.06Te0.94,As_Te+Cl_Te,Extrinsic,Y,As$_{Te}$+Cl$_{Te}$,0.60,2.09,-595.91,-599.73,-597.68,-595.59,-592.98,-590.34,0.25,0.02,0.00,0.11,0.28,,1.34
CdSe0.06Te0.94,As_Te+Cl_i,Extrinsic,Y,As$_{Te}$+Cl$_{i}$,0.60,2.09,-595.91,-603.31,-600.99,-598.10,-595.41,-593.43,0.14,0.01,0.00,0.12,0.36,,4.87
CdSe0.06Te0.94,As_Te+O_Te,Extrinsic,Y,As$_{Te}$+O$_{Te}$,0.60,2.09,-595.91,-602.16,-600.09,-598.05,-595.93,-593.43,0.44,0.12,0.00,0.00,0.24,,4.91
CdSe0.06Te0.94,As_Te+O_i,Extrinsic,Y,As$_{Te}$+O$_{i}$,0.60,2.09,-595.91,-606.76,-604.64,-602.28,-599.82,-597.17,0.35,0.13,0.00,0.01,0.20,,8.64
CdSe0.06Te0.94,As_i,Extrinsic,Y,As$_{i}$,0.60,2.09,-595.91,-603.73,-601.45,-598.61,-595.99,-593.29,0.39,0.10,0.00,0.10,0.28,,5.16
CdSe0.06Te0.94,As_i+As_i,Extrinsic,Y,As$_{i}$+As$_{i}$,0.60,2.09,-595.91,-608.68,-605.77,-603.21,-600.40,-597.63,0.35,0.06,0.00,0.07,0.28,,10.32
CdSe0.06Te0.94,As_i+Te_i,Extrinsic,Y,As$_{i}$+Te$_{i}$,0.60,2.09,-595.91,-606.57,-604.20,-601.59,-598.75,-589.84,0.29,0.05,0.00,0.07,0.28,,8.69
CdSe0.06Te0.94,Bi_Se,Extrinsic,Y,Bi$_{Se}$,0.60,2.09,-595.91,-598.50,-596.31,-594.10,-591.77,-589.05,0.24,0.04,0.00,0.10,0.29,,0.15
CdSe0.06Te0.94,Bi_Te,Extrinsic,Y,Bi$_{Te}$,0.60,2.09,-595.91,-599.07,-596.91,-594.73,-592.40,-589.74,0.19,0.05,0.00,0.12,0.36,,0.78
CdSe0.06Te0.94,Bi_Te+Bi_i,Extrinsic,Y,Bi$_{Te}$+Bi$_{i}$,0.60,2.09,-595.91,-603.55,-600.84,-598.07,-594.87,-592.09,0.55,0.15,0.00,0.11,0.25,,5.09
CdSe0.06Te0.94,Bi_Te+Cl_Te,Extrinsic,Y,Bi$_{Te}$+Cl$_{Te}$,0.60,2.09,-595.91,-598.45,-596.31,-594.12,-591.49,-588.79,0.51,0.14,0.00,0.02,0.16,,0.49
CdSe0.06Te0.94,Bi_Te+Cl_i,Extrinsic,Y,Bi$_{Te}$+Cl$_{i}$,0.60,2.09,-595.91,-602.77,-600.00,-597.70,-594.38,-592.27,0.35,0.03,0.00,0.13,0.34,,4.02
CdSe0.06Te0.94,Bi_Te+O_Te,Extrinsic,Y,Bi$_{Te}$+O$_{Te}$,0.60,2.09,-595.91,-601.12,-599.03,-596.85,-594.56,-592.04,0.39,-0.01,0.00,0.10,0.30,,4.06
CdSe0.06Te0.94,Bi_Te+O_i,Extrinsic,Y,Bi$_{Te}$+O$_{i}$,0.60,2.09,-595.91,-605.74,-603.56,0.00,-598.34,-595.58,0.33,0.04,0.00,0.10,0.26,,7.79
CdSe0.06Te0.94,Bi_i,Extrinsic,Y,Bi$_{i}$,0.60,2.09,-595.91,-603.16,-600.35,-597.67,-594.81,-590.97,0.39,0.01,0.00,0.12,0.31,,4.31
CdSe0.06Te0.94,Bi_i+Bi_i,Extrinsic,Y,Bi$_{i}$+Bi$_{i}$,0.60,2.09,-595.91,-606.97,-604.04,-601.24,-597.75,-594.93,0.33,-0.01,0.00,0.12,0.37,,8.62
CdSe0.06Te0.94,Bi_i+Te_i,Extrinsic,Y,Bi$_{i}$+Te$_{i}$,0.60,2.09,-595.91,-605.58,-603.20,-600.48,-597.61,-588.70,0.34,0.10,0.00,0.06,0.27,,7.84
CdSe0.06Te0.94,N_Se,Extrinsic,Y,N$_{Se}$,0.60,2.09,-595.91,-601.47,-599.39,-597.30,-595.16,-592.55,0.40,0.12,0.00,0.04,0.21,,4.37
CdSe0.06Te0.94,N_Te,Extrinsic,Y,N$_{Te}$,0.60,2.09,-595.91,-602.01,-599.95,-597.89,-595.77,-593.20,0.19,0.04,0.00,0.11,0.33,,5.01
CdSe0.06Te0.94,N_Te+Cl_Te,Extrinsic,Y,N$_{Te}$+Cl$_{Te}$,0.60,2.09,-595.91,-601.61,-599.59,-597.52,-594.97,-592.38,0.24,0.01,0.00,0.09,0.28,,4.72
CdSe0.06Te0.94,N_Te+Cl_i,Extrinsic,Y,N$_{Te}$+Cl$_{i}$,0.60,2.09,-595.91,-604.83,-602.55,-600.07,-597.41,-595.11,0.19,0.02,0.00,0.11,0.29,,8.25
CdSe0.06Te0.94,N_Te+N_i,Extrinsic,Y,N$_{Te}$+N$_{i}$,0.60,2.09,-595.91,-612.62,-609.96,-607.28,-603.96,-600.54,0.14,0.01,0.00,0.12,0.33,,14.55
CdSe0.06Te0.94,N_Te+O_Te,Extrinsic,Y,N$_{Te}$+O$_{Te}$,0.60,2.09,-595.91,-603.72,-601.72,-599.69,-597.64,-595.20,0.25,0.07,0.00,0.09,0.27,,8.29
CdSe0.06Te0.94,N_Te+O_i,Extrinsic,Y,N$_{Te}$+O$_{i}$,0.60,2.09,-595.91,-608.72,-606.31,-603.84,-601.21,-598.54,0.37,0.12,0.00,0.06,0.22,,11.81
CdSe0.06Te0.94,N_i,Extrinsic,Y,N$_{i}$,0.60,2.09,-595.91,-605.17,-603.30,-600.45,-598.22,-595.61,0.42,0.13,0.00,0.04,0.20,,8.54
CdSe0.06Te0.94,N_i+N_i,Extrinsic,Y,N$_{i}$+N$_{i}$,0.60,2.09,-595.91,-615.49,-613.36,0.00,-603.78,-605.75,0.19,0.06,0.00,0.10,0.26,,17.08
CdSe0.06Te0.94,N_i+Te_i,Extrinsic,Y,N$_{i}$+Te$_{i}$,0.60,2.09,-595.91,-608.93,-606.66,-603.77,-600.96,-591.97,0.20,0.04,0.00,0.09,0.22,,12.07
CdSe0.06Te0.94,O_i+As_Te+O_i,Extrinsic,Y,O$_{i}$+As$_{Te}$+O$_{i}$,0.60,2.09,-595.91,-610.80,-608.66,0.00,-604.30,-600.30,0.20,0.03,0.00,0.10,0.29,,16.89
CdSe0.06Te0.94,O_i+As_i+O_i,Extrinsic,Y,O$_{i}$+As$_{i}$+O$_{i}$,0.60,2.09,-595.91,-615.74,-613.57,-610.85,-608.08,-605.52,0.19,0.04,0.00,0.11,0.37,,18.82
CdSe0.06Te0.94,O_i+Bi_Te+O_i,Extrinsic,Y,O$_{i}$+Bi$_{Te}$+O$_{i}$,0.60,2.09,-595.91,-609.70,-607.51,-604.85,-603.01,-599.80,0.37,0.09,0.00,0.04,0.16,,14.89
CdSe0.06Te0.94,O_i+Bi_i+O_i,Extrinsic,Y,O$_{i}$+Bi$_{i}$+O$_{i}$,0.60,2.09,-595.91,-615.47,-613.26,0.00,-607.69,-604.09,0.33,0.15,0.00,-0.02,0.16,,17.92
CdSe0.06Te0.94,O_i+N_Te+O_i,Extrinsic,Y,O$_{i}$+N$_{Te}$+O$_{i}$,0.60,2.09,-595.91,-614.07,-611.89,-609.36,-604.96,-603.06,0.14,0.01,0.00,0.12,0.26,,17.42
CdSe0.06Te0.94,O_i+N_i+O_i,Extrinsic,Y,O$_{i}$+N$_{i}$+O$_{i}$,0.60,2.09,-595.91,-617.59,-615.44,-612.76,-610.54,-607.83,0.44,0.12,0.00,0.00,0.23,,22.42
CdSe0.06Te0.94,O_i+P_Te+O_i,Extrinsic,Y,O$_{i}$+P$_{Te}$+O$_{i}$,0.60,2.09,-595.91,-616.86,-614.71,-608.98,-604.30,-600.87,0.23,0.05,0.00,0.04,0.19,,16.89
CdSe0.06Te0.94,O_i+P_i+O_i,Extrinsic,Y,O$_{i}$+P$_{i}$+O$_{i}$,0.60,2.09,-595.91,-617.02,-614.84,-612.12,-609.34,-606.77,0.55,0.15,0.00,0.07,0.22,,19.47
CdSe0.06Te0.94,O_i+Sb_Te+O_i,Extrinsic,Y,O$_{i}$+Sb$_{Te}$+O$_{i}$,0.60,2.09,-595.91,-610.25,-608.07,-605.41,-603.61,-600.89,0.33,0.10,0.00,0.04,0.18,,16.89
CdSe0.06Te0.94,O_i+Sb_i+O_i,Extrinsic,Y,O$_{i}$+Sb$_{i}$+O$_{i}$,0.60,2.09,-595.91,-615.82,-613.61,-610.87,-608.05,-604.62,0.41,0.14,0.00,0.05,0.19,,18.17
CdSe0.06Te0.94,P_Se,Extrinsic,Y,P$_{Se}$,0.60,2.09,-595.91,-600.30,-598.19,0.00,-593.89,-591.22,0.33,0.07,0.00,-0.02,0.16,,1.60
CdSe0.06Te0.94,P_Te,Extrinsic,Y,P$_{Te}$,0.60,2.09,-595.91,-600.85,-598.77,-596.69,-594.52,-591.91,0.19,-0.01,0.00,0.13,0.26,,2.23
CdSe0.06Te0.94,P_Te+Cl_Te,Extrinsic,Y,P$_{Te}$+Cl$_{Te}$,0.60,2.09,-595.91,-600.38,-598.31,-596.23,-593.62,-590.96,0.33,0.10,0.00,0.06,0.27,,1.94
CdSe0.06Te0.94,P_Te+Cl_i,Extrinsic,Y,P$_{Te}$+Cl$_{i}$,0.60,2.09,-595.91,-603.69,-601.61,-598.56,-595.88,-594.08,0.24,0.02,0.00,0.10,0.31,,5.47
CdSe0.06Te0.94,P_Te+O_Te,Extrinsic,Y,P$_{Te}$+O$_{Te}$,0.60,2.09,-595.91,-602.71,-600.67,-598.62,-596.52,-594.02,0.14,0.01,0.00,0.11,0.32,,5.51
CdSe0.06Te0.94,P_Te+O_i,Extrinsic,Y,P$_{Te}$+O$_{i}$,0.60,2.09,-595.91,-607.85,-605.72,-603.54,-601.12,-598.46,0.37,0.12,0.00,0.06,0.23,,9.24
CdSe0.06Te0.94,P_Te+P_i,Extrinsic,Y,P$_{Te}$+P$_{i}$,0.60,2.09,-595.91,-606.05,-603.55,-601.16,-598.47,-595.72,0.20,0.04,0.00,0.10,0.27,,7.99
CdSe0.06Te0.94,P_i,Extrinsic,Y,P$_{i}$,0.60,2.09,-595.91,-604.04,-601.83,-599.14,-596.61,-593.89,0.54,0.15,0.00,-0.02,0.16,,5.76
CdSe0.06Te0.94,P_i+P_i,Extrinsic,Y,P$_{i}$+P$_{i}$,0.60,2.09,-595.91,-609.69,-607.03,-604.50,-601.76,-598.95,0.19,-0.01,0.00,0.14,0.43,,11.52
CdSe0.06Te0.94,P_i+Te_i,Extrinsic,Y,P$_{i}$+Te$_{i}$,0.60,2.09,-595.91,-607.06,-604.83,-602.16,-599.34,-590.27,0.31,0.09,0.00,0.10,0.26,,9.29
CdSe0.06Te0.94,Sb_Se,Extrinsic,Y,Sb$_{Se}$,0.60,2.09,-595.91,-599.06,-596.89,-594.71,-592.44,-589.76,0.30,0.07,0.00,0.06,0.24,,0.40
CdSe0.06Te0.94,Sb_Te,Extrinsic,Y,Sb$_{Te}$,0.60,2.09,-595.91,-599.61,-597.47,-595.33,-593.11,-590.42,0.19,0.04,0.00,0.12,0.31,,1.03
CdSe0.06Te0.94,Sb_Te+Cl_Te,Extrinsic,Y,Sb$_{Te}$+Cl$_{Te}$,0.60,2.09,-595.91,-599.07,-596.92,0.00,-592.15,-589.46,0.26,0.01,0.00,0.09,0.29,,0.74
CdSe0.06Te0.94,Sb_Te+Cl_i,Extrinsic,Y,Sb$_{Te}$+Cl$_{i}$,0.60,2.09,-595.91,-602.91,-600.37,-597.50,-594.80,-592.74,0.25,0.02,0.00,0.11,0.28,,4.27
CdSe0.06Te0.94,Sb_Te+O_Te,Extrinsic,Y,Sb$_{Te}$+O$_{Te}$,0.60,2.09,-595.91,-601.59,-599.51,-597.39,-595.19,-592.66,0.14,0.01,0.00,0.12,0.37,,4.31
CdSe0.06Te0.94,Sb_Te+O_i,Extrinsic,Y,Sb$_{Te}$+O$_{i}$,0.60,2.09,-595.91,-606.55,-604.06,-601.66,-598.87,-596.24,0.44,0.12,0.00,0.00,0.24,,8.04
CdSe0.06Te0.94,Sb_Te+Sb_i,Extrinsic,Y,Sb$_{Te}$+Sb$_{i}$,0.60,2.09,-595.91,-604.04,-601.32,-598.27,-595.53,-592.77,0.36,0.13,0.00,0.01,0.21,,5.60
CdSe0.06Te0.94,Sb_i,Extrinsic,Y,Sb$_{i}$,0.60,2.09,-595.91,-603.11,-600.57,-597.84,-595.16,-592.40,0.39,0.10,0.00,0.10,0.29,,4.56
CdSe0.06Te0.94,Sb_i+Sb_i,Extrinsic,Y,Sb$_{i}$+Sb$_{i}$,0.60,2.09,-595.91,-607.43,-604.61,-601.57,-598.66,-595.78,0.35,0.06,0.00,0.07,0.29,,9.13
CdSe0.06Te0.94,Sb_i+Te_i,Extrinsic,Y,Sb$_{i}$+Te$_{i}$,0.60,2.09,-595.91,-605.66,-603.64,-600.87,-598.01,-589.04,0.29,0.05,0.00,0.07,0.29,,8.09
CdSe0.12Te0.88,As_Se,Extrinsic,Y,As$_{Se}$,0.58,2.04,-599.70,-603.37,-601.31,-599.22,-597.09,-594.51,0.25,0.04,0.00,0.10,0.29,,1.00
CdSe0.12Te0.88,As_Se+As_i,Extrinsic,Y,As$_{Se}$+As$_{i}$,0.58,2.04,-599.70,-608.23,-605.62,-603.10,-600.45,-597.74,0.19,0.05,0.00,0.12,0.37,,6.16
CdSe0.12Te0.88,As_Se+Cl_Se,Extrinsic,Y,As$_{Se}$+Cl$_{Se}$,0.58,2.04,-599.70,-602.19,-600.11,-597.99,-595.41,-592.78,0.56,0.15,0.00,0.11,0.25,,0.07
CdSe0.12Te0.88,As_Se+Cl_i,Extrinsic,Y,As$_{Se}$+Cl$_{i}$,0.58,2.04,-599.70,-606.23,-604.15,-602.02,-599.40,-596.73,0.52,0.15,0.00,0.02,0.16,,4.23
CdSe0.12Te0.88,As_Se+O_Se,Extrinsic,Y,As$_{Se}$+O$_{Se}$,0.58,2.04,-599.70,-604.76,-602.72,-600.66,-598.56,-596.08,0.36,0.03,0.00,0.13,0.35,,3.64
CdSe0.12Te0.88,As_Se+O_i,Extrinsic,Y,As$_{Se}$+O$_{i}$,0.58,2.04,-599.70,-608.89,-606.77,-605.57,-603.03,-600.42,0.39,-0.01,0.00,0.10,0.30,,7.80
CdSe0.12Te0.88,As_Te,Extrinsic,Y,As$_{Te}$,0.58,2.04,-599.70,-603.92,-601.89,-599.84,-597.75,-595.19,0.34,0.04,0.00,0.10,0.27,,1.63
CdSe0.12Te0.88,As_Te+As_i,Extrinsic,Y,As$_{Te}$+As$_{i}$,0.58,2.04,-599.70,-608.68,-606.13,-603.64,-601.02,-598.35,0.39,0.01,0.00,0.12,0.31,,6.79
CdSe0.12Te0.88,As_Te+Cl_Te,Extrinsic,Y,As$_{Te}$+Cl$_{Te}$,0.58,2.04,-599.70,-603.44,-601.43,-599.39,-596.87,-594.30,0.34,-0.01,0.00,0.12,0.37,,1.34
CdSe0.12Te0.88,As_Te+Cl_i,Extrinsic,Y,As$_{Te}$+Cl$_{i}$,0.58,2.04,-599.70,-606.87,-604.82,-602.73,-600.14,-597.50,0.34,0.10,0.00,0.06,0.27,,4.87
CdSe0.12Te0.88,As_Te+O_Te,Extrinsic,Y,As$_{Te}$+O$_{Te}$,0.58,2.04,-599.70,-605.81,-603.83,-601.83,-599.79,-597.37,0.40,0.12,0.00,0.04,0.22,,4.91
CdSe0.12Te0.88,As_Te+O_i,Extrinsic,Y,As$_{Te}$+O$_{i}$,0.58,2.04,-599.70,-610.43,-608.37,-606.16,-603.68,-601.11,0.19,0.04,0.00,0.11,0.33,,8.64
CdSe0.12Te0.88,As_i,Extrinsic,Y,As$_{i}$,0.58,2.04,-599.70,-607.47,-605.20,-602.57,-599.92,-597.19,0.25,0.01,0.00,0.09,0.29,,5.16
CdSe0.12Te0.88,As_i+As_i,Extrinsic,Y,As$_{i}$+As$_{i}$,0.58,2.04,-599.70,-612.03,-609.55,-607.10,-604.43,-601.61,0.19,0.02,0.00,0.11,0.29,,10.32
CdSe0.12Te0.88,As_i+Se_i,Extrinsic,Y,As$_{i}$+Se$_{i}$,0.58,2.04,-599.70,-610.97,-608.82,-606.18,-603.46,-600.74,0.14,0.01,0.00,0.12,0.33,,9.32
